Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Number.of.Passengers,Destroyed,UniqueID
20001208X06317,Accident,MIA96LA187,1996-07-17,"ST PETERSBURG, FL",United States,SPG,ALBERT WHITTED,Non-Fatal,Substantial,N6819Y,Piper,PA-23-250,No,2,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Climb,Probable Cause,30-01-1998,1.0,False,Piper PA-23-250
20001208X06231,Accident,FTW96LA309,1996-07-17,"MOUNTAIN HOME, AR",United States,NONE,PROMISE LAND,Non-Fatal,Substantial,N55369,Piper,PA-28-180,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,19-09-1996,1.0,False,Piper PA-28-180
20001208X06182,Accident,CHI96LA245,1996-07-17,"BELTRAMI, MN",United States,,PRIVATE AIRSTRIP,Non-Fatal,Substantial,N4997Y,Piper,PA-25-235,No,1,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,Vmc,Takeoff,Probable Cause,16-12-1996,1.0,False,Piper PA-25-235
20001208X06156,Accident,ATL96LA108,1996-07-17,"GATESVILLE, NC",United States,,,Non-Fatal,Substantial,N7168K,Piper,PA-18,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Cruise,Probable Cause,18-02-1997,1.0,False,Piper PA-18
20001208X06330,Accident,NYC96FA152,1996-07-18,"FARMINGDALE, NJ",United States,BLM,ALLAIR,Fatal(1),Destroyed,N7557F,Champion,7GCBC,No,1,Reciprocating,Unknown,1.0,0.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,29-04-1997,1.0,True,Champion 7GCBC
20001208X06288,Accident,LAX96LA276,1996-07-18,"MERCED, CA",United States,,,Non-Fatal,Substantial,N731YT,Cessna,A188B,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Cruise,Probable Cause,16-12-1996,1.0,False,Cessna A188B
20001208X06264,Accident,IAD96LA119,1996-07-18,"TREMONT CITY, OH",United States,I54,MAD RIVER AIRPORT,Non-Fatal,Substantial,N9731V,Cessna,172M,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,16-12-1996,1.0,False,Cessna 172M
20001208X06139,Accident,ANC96LA104,1996-07-18,"TYONEK, AK",United States,,,Non-Fatal,Substantial,N2813C,Cessna,170B,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Landing,Probable Cause,18-02-1997,2.0,False,Cessna 170B
20001208X06290,Accident,LAX96LA278,1996-07-19,"MIDAS, NV",United States,,,Fatal(1),Destroyed,N1958D,Cessna,172,No,1,Reciprocating,Personal,1.0,0.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,25-08-1997,1.0,True,Cessna 172
20001208X06265,Accident,IAD96LA120,1996-07-19,"STOWE, VT",United States,MVL,MORRISVILLE,Non-Fatal,Destroyed,N5091G,Cessna,172,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Imc,Approach,Probable Cause,31-03-1998,2.0,True,Cessna 172
20001208X06159,Accident,ATL96LA111,1996-07-19,"MONTEZUMA, GA",United States,53A,SAVAGE FIELD,Non-Fatal,Destroyed,N465RF,Grumman,G-164,No,1,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,Vmc,Maneuvering,Probable Cause,04-10-1996,1.0,True,Grumman G-164
20001208X06158,Accident,ATL96LA110,1996-07-19,"BAINBRIDGE, GA",United States,BGE,DECATUR COUNTY AIRPARK,Non-Fatal,Destroyed,N697Y,Grumman-schweizer,164,No,1,Reciprocating,Instructional,0.0,0.0,1.0,0.0,Vmc,Maneuvering,Probable Cause,04-09-1997,1.0,True,Grumman-schweizer 164
20001208X06131,Accident,ANC96FA101,1996-07-19,"ELFIN COVE, AK",United States,,,Fatal(1),Destroyed,N54LA,De Havilland,DHC-2,No,1,Reciprocating,Unknown,1.0,0.0,0.0,0.0,Imc,Cruise,Probable Cause,10-04-1998,1.0,True,De Havilland DHC-2
20001208X06322,Accident,MIA96LA192,1996-07-19,"OKEECHOBEE, FL",United States,OBE,OKEECHOBEE COUNTY,Non-Fatal,Substantial,N62224,Cessna,172,No,1,Reciprocating,Personal,0.0,1.0,0.0,0.0,Vmc,Taxi,Probable Cause,04-10-1996,1.0,False,Cessna 172
20001208X06321,Accident,MIA96LA191,1996-07-19,"LUTZ, FL",United States,,,Non-Fatal,Substantial,N5061F,Fairchild Hiller,FH1100,No,1,Turbo Shaft,Personal,0.0,1.0,0.0,0.0,Vmc,Takeoff,Probable Cause,28-02-1997,1.0,False,Fairchild Hiller FH1100
20001208X06291,Accident,LAX96LA279,1996-07-19,"HEALDSBURG, CA",United States,,,Non-Fatal,Substantial,N124HA,Hiller,UH-12E,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Cruise,Probable Cause,25-08-1997,2.0,False,Hiller UH-12E
20001208X06289,Accident,LAX96LA277,1996-07-19,"MORGAN HILL, CA",United States,,,Non-Fatal,Substantial,N730SH,Robinson,R22B,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Cruise,Probable Cause,16-12-1996,1.0,False,Robinson R22B
20001208X06232,Accident,FTW96LA311,1996-07-19,"LOS LUNAS, NM",United States,E98,MIDVALLEY AIRPARK,Non-Fatal,Substantial,N150PC,Cessna,150H,No,1,Reciprocating,Personal,0.0,0.0,1.0,1.0,Vmc,Landing,Probable Cause,24-09-1996,2.0,False,Cessna 150H
20001208X06184,Accident,CHI96LA247,1996-07-19,"DIGHTON, KS",United States,,,Non-Fatal,Substantial,N9544,Grumman-schweizer,G-164A,No,1,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,Vmc,Cruise,Probable Cause,29-04-1997,1.0,False,Grumman-schweizer G-164A
20001208X06292,Accident,LAX96LA280,1996-07-20,"SCOTTSDALE, AZ",United States,SDL,SCOTTSDALE MUNICIPAL,Non-Fatal,Destroyed,N999FA,Mitsubishi,MU-2B,No,2,Turbo Prop,Business,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,25-08-1997,1.0,True,Mitsubishi MU-2B
20001208X06186,Accident,CHI96LA249,1996-07-20,"EMILY, MN",United States,,EMILY AIRPORT,Non-Fatal,Destroyed,N7101T,Cessna,172,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Approach,Probable Cause,04-10-1996,2.0,True,Cessna 172
20001208X06132,Accident,ANC96FA102,1996-07-20,"RUSSIAN MISSION, AK",United States,RSH,RUSSIAN MISSION,Fatal(4),Destroyed,N313RS,Douglas,DC-6A,No,4,Reciprocating,Unknown,4.0,0.0,0.0,0.0,Vmc,Cruise,Probable Cause,14-10-1997,4.0,True,Douglas DC-6A
20001208X06185,Accident,CHI96LA248,1996-07-20,"ROSE HILL, KS",United States,,,Non-Fatal,Substantial,N5335B,Cessna,182,No,1,Reciprocating,Unknown,0.0,0.0,1.0,0.0,Vmc,Approach,Probable Cause,23-12-1996,1.0,False,Cessna 182
20001208X06294,Accident,LAX96LA282,1996-07-20,"PAGE, AZ",United States,PGA,PAGE MUNICIPAL AIRPORT,Non-Fatal,Substantial,N2915H,Ercoupe (eng & Research Corp.),415-C,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Descent,Probable Cause,16-12-1996,1.0,False,Ercoupe (eng & Research Corp.) 415-C
20001208X06246,Accident,FTW96LA328,1996-07-20,"SANTA FE, NM",United States,SAF,SANTA FE COUNTY MUNICIPAL,Non-Fatal,Substantial,N210RE,Cessna,T210L,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Approach,Probable Cause,25-11-1996,1.0,False,Cessna T210L
20001208X06157,Accident,ATL96LA109,1996-07-20,"BANNER ELK, NC",United States,5A7,ELK RIVER AIRPORT,Non-Fatal,Substantial,N6461U,Beech,58P,No,2,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,23-12-1996,1.0,False,Beech 58P
20001208X06140,Accident,ANC96LA105,1996-07-20,"MCGRATH, AK",United States,MCG,MC GRATH,Non-Fatal,Substantial,N2561N,Piper,PA-18,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Taxi,Probable Cause,18-02-1997,1.0,False,Piper PA-18
20001208X06233,Accident,FTW96LA312,1996-07-21,"SKIATOOK, OK",United States,2F6,SKIATOOK MUNICIPAL,Non-Fatal,Substantial,N2182G,Cessna,182A,No,1,Reciprocating,Unknown,0.0,0.0,0.0,1.0,Vmc,Go-Around,Probable Cause,25-11-1996,1.0,False,Cessna 182A
20001208X06295,Accident,LAX96LA283,1996-07-21,"BOULDER CITY, NV",United States,61B,BOULDER CITY MUNICIPAL,Non-Fatal,Substantial,N6389D,Cessna,172,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,16-12-1996,1.0,False,Cessna 172
20001208X06189,Accident,CHI96LA252,1996-07-21,"EAST TROY, WI",United States,57C,EAST TROY MUNICIPAL,Non-Fatal,Substantial,N58712,Boeing,A75N1,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Landing,Probable Cause,29-08-1997,2.0,False,Boeing A75N1
20001208X06188,Accident,CHI96LA251,1996-07-21,"OLATHE, KS",United States,OJC,JOHNSON COUNTY,Non-Fatal,Substantial,N5646N,Maule,M5-210TC,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Landing,Probable Cause,16-12-1996,2.0,False,Maule M5-210TC
20001208X06138,Accident,ANC96LA103,1996-07-21,"KENAI, AK",United States,,,Non-Fatal,Substantial,N736LB,Cessna,172XP,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Cruise,Probable Cause,18-02-1997,1.0,False,Cessna 172XP
20001208X06354,Accident,SEA96FA168,1996-07-22,"YELLOW PINE, ID",United States,,,Fatal(1),Destroyed,N2161D,Beech,D35,No,1,Reciprocating,Personal,1.0,0.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,23-05-1997,1.0,True,Beech D35
20001208X06270,Accident,LAX96FA284,1996-07-22,"CORNING, CA",United States,RBL,RED BLUFF,Fatal(1),Destroyed,N6002N,Cessna,210M,No,1,Reciprocating,Personal,1.0,0.0,0.0,0.0,Vmc,Cruise,Probable Cause,31-10-1997,1.0,True,Cessna 210M
20001208X06376,Accident,SEA96LA161,1996-07-22,"SUNNYSIDE, WA",United States,,,Non-Fatal,Substantial,N6439N,Cessna,T210N,No,1,Reciprocating,Positioning,0.0,0.0,1.0,0.0,Vmc,Descent,Probable Cause,23-05-1997,1.0,False,Cessna T210N
20001208X06349,Accident,NYC96LA154,1996-07-22,"WEST MILFORD, NJ",United States,4N1,GREENWOOD LAKE,Non-Fatal,Substantial,N46700,Cessna,172K,No,1,Reciprocating,Personal,0.0,0.0,0.0,3.0,Vmc,Landing,Probable Cause,01-02-1997,3.0,False,Cessna 172K
20001208X06324,Accident,MIA96LA194,1996-07-22,"BREWTON, AL",United States,12J,BREWTON,Non-Fatal,Substantial,N4223U,Cessna,150,No,1,Reciprocating,Instructional,0.0,0.0,0.0,2.0,Vmc,Takeoff,Probable Cause,18-02-1997,2.0,False,Cessna 150
20001208X06323,Accident,MIA96LA193,1996-07-22,"FORT MYERS, FL",United States,FMY,PAGE FIELD,Non-Fatal,Substantial,N1623X,Cessna,210L,No,1,Reciprocating,Positioning,0.0,0.0,0.0,2.0,Vmc,Approach,Probable Cause,04-10-1996,2.0,False,Cessna 210L
20001208X06297,Accident,LAX96LA286,1996-07-22,"LOVELOCK, NV",United States,,,Non-Fatal,Substantial,N8399J,Beech,J-35,No,1,Reciprocating,Personal,0.0,1.0,0.0,0.0,Vmc,Takeoff,Probable Cause,25-08-1997,1.0,False,Beech J-35
20001208X06296,Accident,LAX96LA285,1996-07-22,"VACAVILLE, CA",United States,,,Non-Fatal,Substantial,N236BR,Diamond Aircraft Industries,KATANA DA-20-A1,No,1,Reciprocating,Instructional,0.0,0.0,0.0,2.0,Vmc,Cruise,Probable Cause,10-12-1996,2.0,False,Diamond Aircraft Industries KATANA DA-20-A1
20001208X06160,Accident,ATL96LA112,1996-07-22,"MEMPHIS, TN",United States,,,Non-Fatal,Substantial,N3122C,Cessna,180,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Approach,Probable Cause,18-02-1997,1.0,False,Cessna 180
20001208X06378,Accident,SEA96LA163,1996-07-23,"STEHEKIN, WA",United States,6S9,STEHEKIN STATE,Non-Fatal,Substantial,N49794,Cessna,152,No,1,Reciprocating,Personal,0.0,1.0,0.0,0.0,Vmc,Takeoff,Probable Cause,28-02-1997,1.0,False,Cessna 152
20001208X06350,Accident,NYC96LA155,1996-07-23,"TURNER, ME",United States,3B5,TWITCHELLS,Non-Fatal,Substantial,N3269J,Cessna,150G,No,1,Reciprocating,Personal,0.0,0.0,1.0,0.0,Vmc,Go-Around,Probable Cause,01-02-1997,1.0,False,Cessna 150G
20001208X06299,Accident,LAX96LA288,1996-07-23,"WEED, CA",United States,,,Non-Fatal,Substantial,N8787X,Cessna,182,No,1,Reciprocating,Personal,0.0,0.0,1.0,0.0,Vmc,Cruise,Probable Cause,25-08-1997,1.0,False,Cessna 182
20001208X06298,Accident,LAX96LA287,1996-07-23,"LOST HILLS, CA",United States,,,Non-Fatal,Substantial,N7885S,Bell,47-G5,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,25-08-1997,1.0,False,Bell 47-G5
20001208X06236,Accident,FTW96LA315,1996-07-23,"MOUNT HOLLY, AR",United States,,,Non-Fatal,Substantial,N9743C,Hiller,UH-12E,No,1,Turbo Shaft,Aerial Application,0.0,1.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,18-02-1997,1.0,False,Hiller UH-12E
20001208X06141,Accident,ANC96LA106,1996-07-23,"NIKISKI, AK",United States,,,Non-Fatal,Substantial,N2831F,Cessna,182,No,1,Reciprocating,Personal,0.0,0.0,1.0,2.0,Vmc,Takeoff,Probable Cause,18-02-1997,3.0,False,Cessna 182
20001208X06381,Accident,SEA96LA166,1996-07-24,"KETTLE FALLS, WA",United States,,RICKEY POINT (PRIVATE),Non-Fatal,Destroyed,N4478L,Cessna,172G,No,1,Reciprocating,Personal,0.0,0.0,1.0,0.0,Vmc,Takeoff,Probable Cause,23-05-1997,1.0,True,Cessna 172G
20001208X06380,Accident,SEA96LA165,1996-07-24,"WARREN, ID",United States,,,Fatal(1),Destroyed,N750LT,Bell,206B,No,1,Turbo Shaft,Unknown,1.0,0.0,2.0,0.0,Vmc,Standing,Probable Cause,23-05-1997,3.0,True,Bell 206B
20001208X06332,Accident,NYC96FA158,1996-07-24,"SEA BRIGHT, NJ",United States,,,Fatal(1),Destroyed,N84280,Piper,PA-28-181,No,1,Reciprocating,Personal,1.0,0.0,0.0,0.0,Imc,Cruise,Probable Cause,29-04-1997,1.0,True,Piper PA-28-181
20001208X06331,Accident,NYC96FA157,1996-07-24,"BREWER, ME",United States,BGR,BANGOR INTERNATIONAL,Fatal(2),Destroyed,N9920E,Cessna,182P,No,1,Reciprocating,Personal,2.0,0.0,0.0,0.0,Imc,Go-Around,Probable Cause,23-05-1997,2.0,True,Cessna 182P
20001208X06300,Accident,LAX96LA289,1996-07-24,"KNEELAND, CA",United States,019,KNEELAND,Non-Fatal,Substantial,N48DH,Piper,PA-31-350,No,2,Reciprocating,Unknown,0.0,0.0,1.0,0.0,Vmc,Landing,Probable Cause,30-05-1997,1.0,False,Piper PA-31-350
20001208X06271,Accident,LAX96FA290,1996-07-25,"MOUND HOUSE, NV",United States,,,Fatal(1),Destroyed,N57438,Bellanca,8KCAB,No,1,Reciprocating,Instructional,1.0,1.0,0.0,0.0,Vmc,Climb,Probable Cause,23-12-1996,2.0,True,Bellanca 8KCAB
20001208X06267,Accident,IAD96LA122,1996-07-25,"PHILIPPI, WV",United States,,,Fatal(1),Destroyed,N21953,Cessna,150L,No,1,Reciprocating,Personal,1.0,0.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,31-03-1998,1.0,True,Cessna 150L
20001208X06238,Accident,FTW96LA317,1996-07-25,"SANTA ROSA, NM",United States,,,Non-Fatal,Destroyed,N1874J,Rockwell,112TC,No,1,Reciprocating,Personal,0.0,1.0,0.0,0.0,Vmc,Cruise,Probable Cause,15-04-1998,1.0,True,Rockwell 112TC
20001208X06244,Accident,FTW96LA326,1996-07-25,"TAHLEQUAH, OK",United States,,,Non-Fatal,Substantial,N4886X,Rockwell International,S2R,No,1,Reciprocating,Unknown,0.0,0.0,0.0,1.0,Vmc,Cruise,Probable Cause,25-11-1996,1.0,False,Rockwell International S2R
20001208X06383,Accident,SEA96LA169,1996-07-25,"NEZ PERCE, ID",United States,,,Non-Fatal,Substantial,N61842,Cessna,172M,No,1,Reciprocating,Personal,0.0,0.0,2.0,0.0,Vmc,Landing,Probable Cause,23-05-1997,2.0,False,Cessna 172M
20001208X06382,Accident,SEA96LA167,1996-07-25,"CORNELIUS, OR",United States,,,Non-Fatal,Substantial,N9624P,Piper,PA-25-235,No,1,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,28-02-1997,1.0,False,Piper PA-25-235
20001208X06268,Accident,IAD96LA123,1996-07-25,"UNION BRIDGE, MD",United States,,,Non-Fatal,Substantial,N6169R,Cessna,172 RG,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Cruise,Probable Cause,29-08-1997,2.0,False,Cessna 172 RG
20001208X06191,Accident,CHI96LA254,1996-07-25,"DUBUQUE, IA",United States,DBQ,DUBUQUE REGIONAL AIRPORT,Non-Fatal,Substantial,N6106K,Cessna,150,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,23-05-1997,1.0,False,Cessna 150
20001208X06161,Accident,ATL96LA113,1996-07-25,"BESSEMER, AL",United States,2A3,BESSEMER,Non-Fatal,Substantial,N9167T,Piper,PA-18-150,No,1,Reciprocating,Instructional,0.0,0.0,0.0,2.0,Vmc,Landing,Probable Cause,31-03-1998,2.0,False,Piper PA-18-150
20001208X06355,Accident,SEA96FA170,1996-07-26,"LIBBY, MT",United States,,,Fatal(3),Destroyed,N3071R,Piper,PA-28R-200,No,1,Reciprocating,Executive/Corporate,3.0,0.0,0.0,0.0,Vmc,Unknown,Probable Cause,23-05-1997,3.0,True,Piper PA-28R-200
20001208X06351,Accident,NYC96LA159,1996-07-26,"ALEXANDRIA, NJ",United States,N85,ALEXANDRIA,Non-Fatal,Substantial,N9232E,Aeronca,11AC,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Takeoff,Probable Cause,29-04-1997,2.0,False,Aeronca 11AC
20001208X06202,Accident,CHI96LA282,1996-07-26,"SANTANTA, KS",United States,,,Non-Fatal,Substantial,N8086V,Cessna,188-230,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Maneuvering,Probable Cause,18-02-1997,1.0,False,Cessna 188-230
20001208X06196,Accident,CHI96LA259,1996-07-26,"HAZELTON, ND",United States,,,Non-Fatal,Substantial,N5247M,Beech,C24R,No,1,Reciprocating,Personal,0.0,0.0,3.0,0.0,Imc,Cruise,Probable Cause,04-10-1996,3.0,False,Beech C24R
20001208X06193,Accident,CHI96LA256,1996-07-26,"BACKUS, MN",United States,7Y3,BACKUS MUNICIPAL,Non-Fatal,Substantial,N1620V,Cessna,172M,No,1,Reciprocating,Personal,0.0,0.0,2.0,0.0,Vmc,Go-Around,Probable Cause,19-09-1996,2.0,False,Cessna 172M
20001208X06356,Accident,SEA96FA171,1996-07-27,"RICHLAND, WA",United States,,,Fatal(2),Destroyed,N341TL,Cessna,340A,No,2,Reciprocating,Instructional,2.0,0.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,31-03-1998,2.0,True,Cessna 340A
20001208X06195,Accident,CHI96LA258,1996-07-27,"LIBERAL, KS",United States,,,Non-Fatal,Destroyed,N8837S,Air Tractor,AT-301,No,1,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,23-12-1996,1.0,True,Air Tractor AT-301
20001208X06133,Accident,ANC96FA109,1996-07-27,"ILIAMNA, AK",United States,,,Fatal(2),Destroyed,N9141T,Cessna,180B,No,1,Reciprocating,Personal,2.0,0.0,0.0,0.0,Imc,Cruise,Probable Cause,29-08-1997,2.0,True,Cessna 180B
20001208X06242,Accident,FTW96LA323,1996-07-27,"MORIARITY, NM",United States,,,Non-Fatal,Substantial,N7469Z,Piper,PA-25-235,No,1,Reciprocating,Unknown,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,24-09-1996,1.0,False,Piper PA-25-235
20001208X06385,Accident,SEA96LA173,1996-07-27,"PORTLAND, OR",United States,PDX,PORTLAND INTL,Non-Fatal,Substantial,N3135S,Cessna,182G,No,1,Reciprocating,Personal,0.0,0.0,2.0,0.0,Vmc,Approach,Probable Cause,31-03-1998,2.0,False,Cessna 182G
20001208X06384,Accident,SEA96LA172,1996-07-27,"DUBOIS, ID",United States,,,Non-Fatal,Substantial,N5390,Grumman-schweizer,G-164A,No,1,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,21-08-1997,1.0,False,Grumman-schweizer G-164A
20001208X06243,Accident,FTW96LA325,1996-07-27,"MCGEHEE, AR",United States,7M1,MCGEHEE MUNICIPAL,Non-Fatal,Substantial,N7643J,Pezetel,M-18A,No,1,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,Vmc,Landing,Probable Cause,23-12-1996,1.0,False,Pezetel M-18A
20001208X06200,Accident,CHI96LA265,1996-07-27,"MACKSVILLE, KS",United States,42K,SMITH,Non-Fatal,Substantial,N4630,Grumman,G-164A,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,23-12-1996,1.0,False,Grumman G-164A
20001208X06142,Accident,ANC96LA107,1996-07-28,"TALKEETNA, AK",United States,,,Non-Fatal,Destroyed,N70018,Cessna,185,No,1,Reciprocating,Unknown,0.0,0.0,2.0,4.0,Vmc,Takeoff,Probable Cause,23-05-1997,6.0,True,Cessna 185
20001208X06241,Accident,FTW96LA321,1996-07-28,"DECATUR, TX",United States,NONE,,Non-Fatal,Substantial,N1556M,Cessna,188A,No,1,Reciprocating,Unknown,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,24-09-1996,1.0,False,Cessna 188A
20001208X06352,Accident,NYC96LA160,1996-07-28,"CASTINE, ME",United States,,,Non-Fatal,Substantial,N65530,Cessna,152,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Cruise,Probable Cause,23-05-1997,1.0,False,Cessna 152
20001208X06326,Accident,MIA96LA196,1996-07-28,"KNIGHTDALE, NC",United States,W17,RALEIGH EAST,Non-Fatal,Substantial,N704WM,Cessna,150M,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,18-02-1997,1.0,False,Cessna 150M
20001208X06325,Accident,MIA96LA195,1996-07-28,"WEDOWEE, AL",United States,,,Non-Fatal,Substantial,N3905E,Aeronca,11AC,No,1,Reciprocating,Personal,0.0,0.0,0.0,3.0,Vmc,Cruise,Probable Cause,23-05-1997,3.0,False,Aeronca 11AC
20001208X06194,Accident,CHI96LA257,1996-07-28,"NAPOLEON, ND",United States,ND45,NAPOLEON MUNICIPAL,Non-Fatal,Substantial,N5708G,Cessna,188,No,1,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,Vmc,Landing,Probable Cause,16-12-1996,1.0,False,Cessna 188
20001208X06192,Accident,CHI96LA255,1996-07-28,"NEW MELLE, MO",United States,,,Non-Fatal,Substantial,N44059,Piper,PA-28-151,No,1,Reciprocating,Personal,0.0,0.0,1.0,1.0,Vmc,Cruise,Probable Cause,29-04-1997,2.0,False,Piper PA-28-151
20001208X06301,Accident,LAX96LA291,1996-07-29,"TRACY, CA",United States,,,Non-Fatal,Destroyed,N68251,Boeing,A75N1,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Cruise,Probable Cause,16-12-1996,1.0,True,Boeing A75N1
20001208X06386,Accident,SEA96LA174,1996-07-29,"METALINE FALLS, WA",United States,09S,SULLIVAN LAKE STATE,Non-Fatal,Substantial,N2793G,Cessna,182B,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Landing,Probable Cause,23-05-1997,2.0,False,Cessna 182B
20001208X06245,Accident,FTW96LA327,1996-07-29,"KINGFISHER, OK",United States,F92,KINGFISHER MUNICIPAL,Non-Fatal,Substantial,N8576R,Beech,95-B55B,No,2,Reciprocating,Business,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,15-04-1998,1.0,False,Beech 95-B55B
20001208X06143,Accident,ANC96LA108,1996-07-29,"NORTHWAY, AK",United States,ORT,NORTHWAY,Non-Fatal,Substantial,N4464B,Cessna,170B,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,23-05-1997,1.0,False,Cessna 170B
20001208X06327,Accident,MIA96LA197,1996-07-30,"WEST BOCA RATON, FL",United States,,,Non-Fatal,Substantial,N1200Z,Bell,47D1G,No,1,Reciprocating,Unknown,0.0,0.0,0.0,2.0,Vmc,Maneuvering,Probable Cause,16-12-1996,2.0,False,Bell 47D1G
20001208X06302,Accident,LAX96LA292,1996-07-30,"PAYSON, AZ",United States,E69,PAYSON AIRPORT,Non-Fatal,Substantial,N29974,Waco,UPF7,No,1,Reciprocating,Unknown,0.0,0.0,0.0,2.0,Vmc,Landing,Probable Cause,04-09-1997,2.0,False,Waco UPF7
20001208X06198,Accident,CHI96LA262,1996-07-30,"CAMP LAKE, WI",United States,49C,CAMP LAKE,Non-Fatal,Substantial,N3445K,Piper,PA-J3C,No,1,Reciprocating,Unknown,0.0,0.0,1.0,0.0,Vmc,Takeoff,Probable Cause,29-04-1997,1.0,False,Piper PA-J3C
20001208X06199,Accident,CHI96LA263,1996-07-30,"BANCROFT, WI",United States,,PRIVATE AIRSTRIP,Non-Fatal,Substantial,N1768S,Rockwell,S-2D,No,1,Reciprocating,Instructional,0.0,0.0,1.0,0.0,Vmc,Landing,Probable Cause,04-10-1996,1.0,False,Rockwell S-2D
20001208X06197,Accident,CHI96LA261,1996-07-30,"CIMARRON, KS",United States,8K8,CIMMARON MUNICIPAL,Non-Fatal,Substantial,N441Q,Cessna,188B,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,29-08-1997,1.0,False,Cessna 188B
20001208X06144,Accident,ANC96LA110,1996-07-30,"MC CARTHY, AK",United States,,,Non-Fatal,Substantial,N1746C,Cessna,180,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Imc,Cruise,Probable Cause,18-02-1997,1.0,False,Cessna 180
20001208X06164,Accident,CHI96FA264,1996-07-31,"WAUKEGAN, IL",United States,UGN,WAUKEGAN,Fatal(1),Destroyed,N86PS,"Hoffman, Wolf, Flugzeugbau",H-36,No,1,Reciprocating,Personal,1.0,0.0,0.0,0.0,Vmc,Takeoff,Probable Cause,03-04-1997,1.0,True,"Hoffman, Wolf, Flugzeugbau H-36"
